Hash,Refatoração,Descrição
3d15669b3bbc1ec2388c7b10a734a5af80ff9ef8,ADD_CLASS_ANNOTATION, Add Class Annotation Add Class Annotation	@Deprecated in class com.xxl.job.admin.core.enums.ExecutorFailStrategyEnum
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.service.loader.DbGlueLoader moved to com.xxl.job.executor.loader.DbGlueLoader
cd32557db08e7c432c631430240aefef6cc35111,RENAME_PACKAGE, Rename Package Rename Package	com.xxl.job.client to com.xxl.job.core
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.glue.GlueFactory moved to com.xxl.job.core.glue.GlueFactory
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.glue.cache.ICache moved to com.xxl.job.core.glue.cache.ICache
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.glue.cache.LocalCache moved to com.xxl.job.core.glue.cache.LocalCache
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.glue.loader.GlueLoader moved to com.xxl.job.core.glue.loader.GlueLoader
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.handler.HandlerRepository moved to com.xxl.job.core.handler.HandlerRepository
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.handler.HandlerThread moved to com.xxl.job.core.handler.HandlerThread
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.log.XxlJobFileAppender moved to com.xxl.job.core.log.XxlJobFileAppender
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.util.HttpUtil moved to com.xxl.job.core.util.HttpUtil
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.util.IpUtil moved to com.xxl.job.core.util.IpUtil
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.util.JacksonUtil moved to com.xxl.job.core.util.JacksonUtil
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.client.handler.impl.GlueJobHandler moved to com.xxl.job.core.handler.impl.GlueJobHandler
cd32557db08e7c432c631430240aefef6cc35111,MOVE_PACKAGE, Move Package Move Package	com.xxl.job.service.handler to com.xxl.job.executor.service.jobhandler
cd32557db08e7c432c631430240aefef6cc35111,MOVE_CLASS, Move Class Move Class	com.xxl.job.service.handler.DemoJobHandler moved to com.xxl.job.executor.service.jobhandler.DemoJobHandler
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME_CLASS, Move And Rename Class Move And Rename Class	com.xxl.job.core.callback.XxlJobCallbackServer moved and renamed to com.xxl.job.admin.core.callback.XxlJobLogCallbackServer
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME_CLASS, Move And Rename Class Move And Rename Class	com.xxl.job.core.callback.XxlJobCallbackServerHandler moved and renamed to com.xxl.job.admin.core.callback.XxlJobLogCallbackServerHandler
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME_CLASS, Move And Rename Class Move And Rename Class	com.xxl.job.client.netcom.jetty.XxlJobJettyServer moved and renamed to com.xxl.job.core.executor.jetty.XxlJobExecutor
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME_CLASS, Move And Rename Class Move And Rename Class	com.xxl.job.client.netcom.jetty.XxlJobJettyServerHandler moved and renamed to com.xxl.job.core.executor.jetty.XxlJobExecutorHandler
cd32557db08e7c432c631430240aefef6cc35111,RENAME_METHOD, Rename Method Rename Method	public handle(params String...) : JobHandleStatus renamed to public execute(params String...) : JobHandleStatus in class com.xxl.job.executor.service.jobhandler.DemoJobHandler
cd32557db08e7c432c631430240aefef6cc35111,RENAME_METHOD, Rename Method Rename Method	public handle(params String...) : JobHandleStatus renamed to public execute(params String...) : JobHandleStatus in class com.xxl.job.core.handler.impl.GlueJobHandler
cd32557db08e7c432c631430240aefef6cc35111,EXTRACT_SUPERCLASS, Extract Superclass Extract Superclass	com.xxl.job.core.handler.IJobHandler from classes [com.xxl.job.client.handler.impl.GlueJobHandler  com.xxl.job.service.handler.DemoJobHandler]
cd32557db08e7c432c631430240aefef6cc35111,MOVE_SOURCE_FOLDER, Move Source Folder Move Source Folder	xxl-job-client/src/main/java/com/xxl/job/client/netcom to xxl-job-core/src/main/java/com/xxl/job/core/executor
23423855fc7ec996785f6d303400a1012de77edf,RENAME_PACKAGE, Rename Package Rename Package	com.dianping to com.xxl
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.service.handler.DemoJobHandler moved to com.xxl.job.service.handler.DemoJobHandler
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.client.handler.HandlerRepository moved to com.xxl.job.client.handler.HandlerRepository
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.client.handler.IJobHandler moved to com.xxl.job.client.handler.IJobHandler
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.client.util.HttpUtil moved to com.xxl.job.client.util.HttpUtil
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.controller.IndexController moved to com.xxl.job.controller.IndexController
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.core.model.ReturnT moved to com.xxl.job.core.model.ReturnT
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.core.util.DynamicSchedulerUtil moved to com.xxl.job.core.util.DynamicSchedulerUtil
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.service.ITriggerService moved to com.xxl.job.service.ITriggerService
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.service.impl.TriggerServiceImpl moved to com.xxl.job.service.impl.TriggerServiceImpl
23423855fc7ec996785f6d303400a1012de77edf,MOVE_CLASS, Move Class Move Class	com.dianping.job.service.job.HttpJobBean moved to com.xxl.job.service.job.HttpJobBean
23423855fc7ec996785f6d303400a1012de77edf,MOVE_SOURCE_FOLDER, Move Source Folder Move Source Folder	xxl-job-admin to xxl-job-simple
23423855fc7ec996785f6d303400a1012de77edf,MOVE_RENAME_CLASS, Move And Rename Class Move And Rename Class	com.dianping.job.client.netcom.http.DianpingJobServlet moved and renamed to com.xxl.job.client.netcom.http.XxlJobServlet
23423855fc7ec996785f6d303400a1012de77edf,MOVE_RENAME_CLASS, Move And Rename Class Move And Rename Class	com.dianping.job.core.model.DianpingJobLog moved and renamed to com.xxl.job.core.model.XxlJobLog
23423855fc7ec996785f6d303400a1012de77edf,MOVE_PACKAGE, Move Package Move Package	com.dianping.job.core.model to com.xxl.job.core.m
23423855fc7ec996785f6d303400a1012de77edf,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	jobLog : DianpingJobLog to jobLog : XxlJobLog in method public triggerPost(reqURL String  params Map<String String>) : void from class com.xxl.job.service.job.HttpJobBean
23423855fc7ec996785f6d303400a1012de77edf,REMOVE_CLASS_ANNOTATION, Remove Class Annotation Remove Class Annotation	@RequestMapping("/job") in class com.xxl.controller.IndexController
23423855fc7ec996785f6d303400a1012de77edf,MODIFY_METHOD_ANNOTATION, Modify Method Annotation Modify Method Annotation	@RequestMapping("/index") to @RequestMapping("") in method public index(model Model) : String from class com.xxl.controller.IndexController
23423855fc7ec996785f6d303400a1012de77edf,MOVE_SOURCE_FOLDER, Move Source Folder Move Source Folder	xxl-job-admin to xxl-job-simple
4e0d1be6779dda15ca145ec777e7db532d570648,ADD_PARAMETER, Add Parameter Add Parameter	port : int in method private initExecutorServer(port int  ip String  appName String  accessToken String) : void from class com.xxl.job.core.executor.XxlJobExecutor
4e0d1be6779dda15ca145ec777e7db532d570648,ADD_PARAMETER, Add Parameter Add Parameter	ip : String in method private initExecutorServer(port int  ip String  appName String  accessToken String) : void from class com.xxl.job.core.executor.XxlJobExecutor
4e0d1be6779dda15ca145ec777e7db532d570648,ADD_PARAMETER, Add Parameter Add Parameter	appName : String in method private initExecutorServer(port int  ip String  appName String  accessToken String) : void from class com.xxl.job.core.executor.XxlJobExecutor
4e0d1be6779dda15ca145ec777e7db532d570648,ADD_PARAMETER, Add Parameter Add Parameter	accessToken : String in method private initExecutorServer(port int  ip String  appName String  accessToken String) : void from class com.xxl.job.core.executor.XxlJobExecutor
f246cf2fa3e271d35dec499a0cfb28b9b0e23dd6,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	triggerLogIdSet : ConcurrentHashSet<Integer> to triggerLogIdSet : Set<Integer> in class com.xxl.job.core.thread.JobThread
0b4849bb61f68e7ff5406866df447039ac989731,ADD_ATTRIBUTE_MODIFIER, Add Attribute Modifier Add Attribute Modifier	volatile in attribute private toStop : boolean from class com.xxl.job.core.thread.ExecutorRegistryThread
0b4849bb61f68e7ff5406866df447039ac989731,ADD_ATTRIBUTE_MODIFIER, Add Attribute Modifier Add Attribute Modifier	volatile in attribute private toStop : boolean from class com.xxl.job.core.thread.TriggerCallbackThread
0b4849bb61f68e7ff5406866df447039ac989731,EXTRACT_OPERATION, Extract Method Extract Method	private doCallback(callbackParamList List<HandleCallbackParam>) : void extracted from public start() : void in class com.xxl.job.core.thread.TriggerCallbackThread
0b4849bb61f68e7ff5406866df447039ac989731,EXTRACT_OPERATION, Extract Method Extract Method	private doCallback(callbackParamList List<HandleCallbackParam>) : void extracted from public start() : void in class com.xxl.job.core.thread.TriggerCallbackThread
1bc5cc76be0adbb4cf5bafa541f797d66d837d94,ADD_PARAMETER, Add Parameter Add Parameter	accessToken : String in method private initAdminBizList(adminAddresses String  accessToken String) : void from class com.xxl.job.core.executor.XxlJobExecutor
1bc5cc76be0adbb4cf5bafa541f797d66d837d94,CHANGE_ATTRIBUTE_ACCESS_MODIFIER, Change Attribute Access Modifier Change Attribute Access Modifier	package to private in attribute private serverAddress : String from class com.xxl.job.core.rpc.netcom.NetComClientProxy
1bc5cc76be0adbb4cf5bafa541f797d66d837d94,CHANGE_ATTRIBUTE_ACCESS_MODIFIER, Change Attribute Access Modifier Change Attribute Access Modifier	package to private in attribute private client : JettyClient from class com.xxl.job.core.rpc.netcom.NetComClientProxy
1bc5cc76be0adbb4cf5bafa541f797d66d837d94,ADD_PARAMETER, Add Parameter Add Parameter	accessToken : String in method public NetComClientProxy(iface Class<?>  serverAddress String  accessToken String) from class com.xxl.job.core.rpc.netcom.NetComClientProxy
18991c3f5b4e805b84cca688d5ab44f16796f593,REPLACE_VARIABLE_WITH_ATTRIBUTE, Replace Variable With Attribute Replace Variable With Attribute	prop : Properties to prop : Properties in method public loadI18nProp() : Properties from class com.xxl.job.admin.core.util.I18nUtil
18991c3f5b4e805b84cca688d5ab44f16796f593,ADD_CLASS_ANNOTATION, Add Class Annotation Add Class Annotation	@RunWith(SpringJUnit4ClassRunner.class) in class com.xxl.job.admin.util.I18nUtilTest
18991c3f5b4e805b84cca688d5ab44f16796f593,ADD_CLASS_ANNOTATION, Add Class Annotation Add Class Annotation	@ContextConfiguration(locations = "classpath*:spring/applicationcontext-*.xml") in class com.xxl.job.admin.util.I18nUtilTest
18991c3f5b4e805b84cca688d5ab44f16796f593,ADD_CLASS_ANNOTATION, Add Class Annotation Add Class Annotation	@RunWith(SpringJUnit4ClassRunner.class) in class com.xxl.job.admin.util.MailUtilTest
18991c3f5b4e805b84cca688d5ab44f16796f593,ADD_CLASS_ANNOTATION, Add Class Annotation Add Class Annotation	@ContextConfiguration(locations = "classpath*:spring/applicationcontext-*.xml") in class com.xxl.job.admin.util.MailUtilTest
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,REMOVE_ATTRIBUTE_MODIFIER, Remove Attribute Modifier Remove Attribute Modifier	final in attribute private CLASS_CACHE : ConcurrentHashMap<String Class<?>> from class com.xxl.job.core.glue.GlueFactory
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,REMOVE_ATTRIBUTE_MODIFIER, Remove Attribute Modifier Remove Attribute Modifier	static in attribute private CLASS_CACHE : ConcurrentHashMap<String Class<?>> from class com.xxl.job.core.glue.GlueFactory
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobId : long in method public loadNewInstance(jobId long  codeSource String) : IJobHandler from class com.xxl.job.core.glue.GlueFactory
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,INLINE_VARIABLE, Inline Variable Inline Variable	md : MessageDigest in method private getCodeSourceClass(jobId long  codeSource String) : Class<?> from class com.xxl.job.core.glue.GlueFactory
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,INLINE_VARIABLE, Inline Variable Inline Variable	no : BigInteger in method private getCodeSourceClass(jobId long  codeSource String) : Class<?> from class com.xxl.job.core.glue.GlueFactory
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,REMOVE_PARAMETER, Remove Parameter Remove Parameter	jobId : long in method private getCodeSourceClass(jobId long  codeSource String) : Class<?> from class com.xxl.job.core.glue.GlueFactory
451eb2b7b32bc309dd46408f9af4c35e79e2fc48,RENAME_METHOD, Rename Method Rename Method	public log(appendLog String) : void renamed to private logDetail(callInfo StackTraceElement  appendLog String) : void in class com.xxl.job.core.log.XxlJobLogger
451eb2b7b32bc309dd46408f9af4c35e79e2fc48,PARAMETERIZE_VARIABLE, Parameterize Variable Parameterize Variable	callInfo : StackTraceElement to callInfo : StackTraceElement in method private logDetail(callInfo StackTraceElement  appendLog String) : void from class com.xxl.job.core.log.XxlJobLogger
451eb2b7b32bc309dd46408f9af4c35e79e2fc48,CHANGE_OPERATION_ACCESS_MODIFIER, Change Method Access Modifier Change Method Access Modifier	public to private in method private logDetail(callInfo StackTraceElement  appendLog String) : void from class com.xxl.job.core.log.XxlJobLogger
1651c63d8057c50461b6b8fc8f8c4a2aaf8034ed,CHANGE_OPERATION_ACCESS_MODIFIER, Change Method Access Modifier Change Method Access Modifier	public to private in method private callApi(finalUrl String  requestObj Object) : ReturnT<String> from class com.xxl.job.core.util.AdminApiUtil
0888b2d5a4574b34f6ad0484e78c38c2fcdee056,EXTRACT_AND_MOVE_OPERATION, Extract And Move Method Extract And Move Method	public pushTriggerQueue(triggerParam TriggerParam  blockStrategy ExecutorBlockStrategyEnum) : ReturnT<String> extracted from public run(triggerParam TriggerParam) : ReturnT<String> in class com.xxl.job.core.biz.impl.ExecutorBizImpl & moved to class com.xxl.job.core.thread.JobThread
06cf9f8a1cad08773cc9add98360d15a3d2f3e20,RENAME_ATTRIBUTE, Rename Attribute Rename Attribute	BROADCAST : ExecutorRouteStrategyEnum to SHARDING_BROADCAST : ExecutorRouteStrategyEnum in class com.xxl.job.admin.core.route.ExecutorRouteStrategyEnum
51259d8c8e618687749ef3b3a4ced250d0ff27c8,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	list : Set<JobKey> to jobList : List<Map<String Object>> in method public index(model Model) : String from class com.xxl.controller.IndexController
51259d8c8e618687749ef3b3a4ced250d0ff27c8,RENAME_VARIABLE, Rename Variable Rename Variable	list : Set<JobKey> to jobList : List<Map<String Object>> in method public index(model Model) : String from class com.xxl.controller.IndexController
a94fabad5b0cace0b5bf8453aaffef5477c754ed,MODIFY_METHOD_ANNOTATION, Modify Method Annotation Modify Method Annotation	@RequestMapping("index") to @RequestMapping("/index") in method public index(model Model) : String from class com.xxl.controller.IndexController
a94fabad5b0cace0b5bf8453aaffef5477c754ed,RENAME_METHOD, Rename Method Rename Method	public resumeTrigger(triggerKeyName String) : boolean renamed to public resumeJob(triggerKeyName String) : boolean in class com.xxl.quartz.DynamicSchedulerUtil
a94fabad5b0cace0b5bf8453aaffef5477c754ed,RENAME_METHOD, Rename Method Rename Method	public generateNetHtml() : void renamed to public beat() : void in class com.xxl.service.impl.TriggerServiceImpl
a94fabad5b0cace0b5bf8453aaffef5477c754ed,RENAME_METHOD, Rename Method Rename Method	public generateNetHtml() : void renamed to public beat() : void in class com.xxl.service.ITriggerService
caf817124e807a63c56ba02f536a36206c78dd04,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	logAddress : String to logAddress : Set<String> in class com.xxl.job.core.router.model.RequestModel
caf817124e807a63c56ba02f536a36206c78dd04,CHANGE_RETURN_TYPE, Change Return Type Change Return Type	String to Set<String> in method public getLogAddress() : Set<String> from class com.xxl.job.core.router.model.RequestModel
caf817124e807a63c56ba02f536a36206c78dd04,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	logAddress : String to logAddress : Set<String> in method public setLogAddress(logAddress Set<String>) : void from class com.xxl.job.core.router.model.RequestModel
935cc1276faf89e62fdab456a7896130472ac902,MERGE_CONDITIONAL, Merge Conditional Merge Conditional	[if(GlueTypeEnum.GLUE_PYTHON == GlueTypeEnum.match(triggerParam.getGlueType()))  if(GlueTypeEnum.GLUE_SHELL == GlueTypeEnum.match(triggerParam.getGlueType()))] to if(GlueTypeEnum.GLUE_SHELL == GlueTypeEnum.match(triggerParam.getGlueType()) || GlueTypeEnum.GLUE_PYTHON == GlueTypeEnum.match(triggerParam.getGlueType())) in method public run(triggerParam TriggerParam) : ReturnT<String> from class com.xxl.job.core.biz.impl.ExecutorBizImpl
935cc1276faf89e62fdab456a7896130472ac902,ADD_THROWN_EXCEPTION_TYPE, Add Thrown Exception Type Add Thrown Exception Type	IOException in method public execToFile(command String  scriptFile String  logFile String) : void from class com.xxl.job.core.util.ScriptUtil
b590a65c4af95238062bab113f51b042447260cb,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	triggerParam : TriggerParam to handleCallbackParam : HandleCallbackParam in method public callback(handleCallbackParam HandleCallbackParam) : ReturnT<String> from class com.xxl.job.admin.core.biz.AdminBizImpl
b590a65c4af95238062bab113f51b042447260cb,RENAME_PARAMETER, Rename Parameter Rename Parameter	triggerParam : TriggerParam to handleCallbackParam : HandleCallbackParam in method public callback(handleCallbackParam HandleCallbackParam) : ReturnT<String> from class com.xxl.job.admin.core.biz.AdminBizImpl
b590a65c4af95238062bab113f51b042447260cb,RENAME_METHOD, Rename Method Rename Method	public setTriggerStatus(triggerStatus String) : void renamed to public setTriggerCode(triggerCode int) : void in class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,RENAME_METHOD, Rename Method Rename Method	public setHandleStatus(handleStatus String) : void renamed to public setHandleCode(handleCode int) : void in class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	triggerStatus : String to triggerCode : int in method public setTriggerCode(triggerCode int) : void from class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,RENAME_PARAMETER, Rename Parameter Rename Parameter	triggerStatus : String to triggerCode : int in method public setTriggerCode(triggerCode int) : void from class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	handleStatus : String to handleCode : int in method public setHandleCode(handleCode int) : void from class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,RENAME_PARAMETER, Rename Parameter Rename Parameter	handleStatus : String to handleCode : int in method public setHandleCode(handleCode int) : void from class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,RENAME_ATTRIBUTE, Rename Attribute Rename Attribute	triggerStatus : String to triggerCode : int in class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	triggerStatus : String to triggerCode : int in class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,RENAME_ATTRIBUTE, Rename Attribute Rename Attribute	handleStatus : String to handleCode : int in class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	handleStatus : String to handleCode : int in class com.xxl.job.admin.core.model.XxlJobLog
b590a65c4af95238062bab113f51b042447260cb,CHANGE_ATTRIBUTE_TYPE, Change Attribute Type Change Attribute Type	callBackQueue : LinkedBlockingQueue<TriggerParam> to callBackQueue : LinkedBlockingQueue<HandleCallbackParam> in class com.xxl.job.core.thread.TriggerCallbackThread
b590a65c4af95238062bab113f51b042447260cb,CHANGE_VARIABLE_TYPE, Change Variable Type Change Variable Type	callback : TriggerParam to callback : HandleCallbackParam in method public run() : void from class com.xxl.job.core.thread.TriggerCallbackThread.start.new Thread.new Runnable
b590a65c4af95238062bab113f51b042447260cb,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	callback : TriggerParam to callback : HandleCallbackParam in method public pushCallBack(callback HandleCallbackParam) : void from class com.xxl.job.core.thread.TriggerCallbackThread
b590a65c4af95238062bab113f51b042447260cb,MOVE_ATTRIBUTE, Move Attribute Move Attribute	private msg : String from class com.xxl.job.core.biz.model.TriggerParam to private msg : String from class com.xxl.job.core.biz.model.HandleCallbackParam
b590a65c4af95238062bab113f51b042447260cb,MOVE_OPERATION, Move Method Move Method	public getMsg() : String from class com.xxl.job.core.biz.model.TriggerParam to public getMsg() : String from class com.xxl.job.core.biz.model.HandleCallbackParam
b590a65c4af95238062bab113f51b042447260cb,MOVE_OPERATION, Move Method Move Method	public setMsg(msg String) : void from class com.xxl.job.core.biz.model.TriggerParam to public setMsg(msg String) : void from class com.xxl.job.core.biz.model.HandleCallbackParam
b590a65c4af95238062bab113f51b042447260cb,RENAME_PARAMETER, Rename Parameter Rename Parameter	triggerParam : TriggerParam to handleCallbackParam : HandleCallbackParam in method public callback(handleCallbackParam HandleCallbackParam) : ReturnT<String> from class com.xxl.job.core.biz.AdminBiz
b590a65c4af95238062bab113f51b042447260cb,CHANGE_PARAMETER_TYPE, Change Parameter Type Change Parameter Type	triggerParam : TriggerParam to handleCallbackParam : HandleCallbackParam in method public callback(handleCallbackParam HandleCallbackParam) : ReturnT<String> from class com.xxl.job.core.biz.AdminBiz
ee07e0b794787b574809856843af706690d3124e,CHANGE_ATTRIBUTE_ACCESS_MODIFIER, Change Attribute Access Modifier Change Attribute Access Modifier	private to public in attribute public adminAddresses : String from class com.xxl.job.core.executor.XxlJobExecutor
ee07e0b794787b574809856843af706690d3124e,ADD_ATTRIBUTE_MODIFIER, Add Attribute Modifier Add Attribute Modifier	static in attribute public adminAddresses : String from class com.xxl.job.core.executor.XxlJobExecutor
ee07e0b794787b574809856843af706690d3124e,EXTRACT_VARIABLE, Extract Variable Extract Variable	reqURL : String in method public send(request RpcRequest) : RpcResponse from class com.xxl.job.core.rpc.netcom.jetty.client.JettyClient
ee07e0b794787b574809856843af706690d3124e,EXTRACT_CLASS, Extract Class Extract Class	com.xxl.job.admin.service.impl.AdminBizImpl from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,MOVE_OPERATION, Move Method Move Method	public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController to public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,REMOVE_PARAMETER_ANNOTATION, Remove Parameter Annotation Remove Parameter Annotation	@RequestBody in parameter callbackParamList : List<HandleCallbackParam> in method public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,ADD_METHOD_ANNOTATION, Add Method Annotation Add Method Annotation	@Override in method public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,REMOVE_METHOD_ANNOTATION, Remove Method Annotation Remove Method Annotation	@RequestMapping(value = AdminApiUtil.CALLBACK  method = RequestMethod.POST  consumes = "application/json") in method public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,REMOVE_METHOD_ANNOTATION, Remove Method Annotation Remove Method Annotation	@ResponseBody in method public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,REMOVE_METHOD_ANNOTATION, Remove Method Annotation Remove Method Annotation	@PermessionLimit(limit = false) in method public callback(callbackParamList List<HandleCallbackParam>) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,MOVE_OPERATION, Move Method Move Method	private callback(handleCallbackParam HandleCallbackParam) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController to private callback(handleCallbackParam HandleCallbackParam) : ReturnT<String> from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,MOVE_OPERATION, Move Method Move Method	public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController to public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,REMOVE_PARAMETER_ANNOTATION, Remove Parameter Annotation Remove Parameter Annotation	@RequestBody in parameter registryParam : RegistryParam in method public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,ADD_METHOD_ANNOTATION, Add Method Annotation Add Method Annotation	@Override in method public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,REMOVE_METHOD_ANNOTATION, Remove Method Annotation Remove Method Annotation	@RequestMapping(value = AdminApiUtil.REGISTRY  method = RequestMethod.POST  consumes = "application/json") in method public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,REMOVE_METHOD_ANNOTATION, Remove Method Annotation Remove Method Annotation	@ResponseBody in method public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,REMOVE_METHOD_ANNOTATION, Remove Method Annotation Remove Method Annotation	@PermessionLimit(limit = false) in method public registry(registryParam RegistryParam) : ReturnT<String> from class com.xxl.job.admin.controller.JobApiController
ee07e0b794787b574809856843af706690d3124e,MOVE_ATTRIBUTE, Move Attribute Move Attribute	public xxlJobLogDao : XxlJobLogDao from class com.xxl.job.admin.controller.JobApiController to public xxlJobLogDao : XxlJobLogDao from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,MOVE_ATTRIBUTE, Move Attribute Move Attribute	private xxlJobInfoDao : XxlJobInfoDao from class com.xxl.job.admin.controller.JobApiController to private xxlJobInfoDao : XxlJobInfoDao from class com.xxl.job.admin.service.impl.AdminBizImpl
ee07e0b794787b574809856843af706690d3124e,MOVE_ATTRIBUTE, Move Attribute Move Attribute	private xxlJobRegistryDao : XxlJobRegistryDao from class com.xxl.job.admin.controller.JobApiController to private xxlJobRegistryDao : XxlJobRegistryDao from class com.xxl.job.admin.service.impl.AdminBizImpl
